fips,region,urbanisation,pct_aian_alone,pct_api_alone,pct_black_alone,pct_white_alone,pct_multiple_response,census2000_population
15003,west,medium_small_metro,0.27,60.14,2.49,22.78,14.33,876156
15005,west,nonmetro,0.0001,66.67,0.0,31.97,1.36,147
15007,west,nonmetro,0.41,51.47,0.32,31.17,16.63,58463
15009,west,nonmetro,0.41,48.4,0.42,36.01,14.75,128094
16001,west,medium_small_metro,0.71,1.97,0.69,95.12,1.5,300904
16003,west,nonmetro,1.52,0.17,0.06,97.41,0.83,3476
16005,west,medium_small_metro,2.99,1.19,0.61,93.83,1.38,75565
16007,west,nonmetro,0.53,0.14,0.22,98.72,0.39,6411
16009,west,nonmetro,8.96,0.25,0.12,89.11,1.56,9171
16011,west,nonmetro,6.88,0.65,0.19,91.32,0.97,41735
16013,west,nonmetro,0.42,0.86,0.27,97.57,0.88,18991
16015,west,medium_small_metro,0.93,0.45,0.12,96.87,1.63,6670
16017,west,nonmetro,0.91,0.34,0.11,97.15,1.48,36835
16019,west,medium_small_metro,0.71,0.94,0.53,96.84,0.99,82522
16021,west,nonmetro,2.16,0.68,0.2,96.16,0.8,9871
16023,west,nonmetro,0.69,0.24,0.28,97.14,1.66,2899
16025,west,nonmetro,0.3,0.2,1.21,96.17,2.12,991
16027,west,medium_small_metro,0.96,1.08,0.4,96.21,1.35,131441
16029,west,nonmetro,0.21,0.29,0.05,98.8,0.66,7304
16031,west,nonmetro,0.96,0.49,0.22,97.37,0.96,21416
16033,west,nonmetro,0.98,0.29,0.1,98.14,0.49,1022
16035,west,nonmetro,2.03,0.47,0.15,95.76,1.6,8930
16037,west,nonmetro,0.62,0.05,0.0,98.46,0.88,4342
16039,west,nonmetro,0.97,2.01,3.38,91.56,2.08,29130
16041,west,medium_small_metro,0.41,0.19,0.11,98.9,0.4,11329
16043,west,nonmetro,0.52,0.45,0.2,97.88,0.96,11819
16045,west,medium_small_metro,0.93,0.43,0.07,97.37,1.2,15181
16047,west,nonmetro,0.9,0.31,0.27,97.59,0.93,14155
16049,west,nonmetro,2.98,0.32,0.09,95.29,1.32,15511
16051,west,medium_small_metro,0.56,0.43,0.35,97.96,0.69,19155
16053,west,nonmetro,0.83,0.37,0.23,97.75,0.81,18342
16055,west,medium_small_metro,1.25,0.6,0.18,96.65,1.33,108685
16057,west,nonmetro,0.78,2.24,0.6,94.98,1.4,34935
16059,west,nonmetro,0.61,0.23,0.13,97.76,1.27,7806
16061,west,nonmetro,3.95,0.53,0.35,94.05,1.12,3747
16063,west,nonmetro,1.43,0.49,0.47,96.12,1.48,4044
16065,west,nonmetro,0.33,0.82,0.26,97.94,0.66,27467
16067,west,nonmetro,1.05,0.51,0.27,97.28,0.9,20174
16069,west,medium_small_metro,5.35,0.74,0.28,92.25,1.38,37410
16071,west,nonmetro,0.32,0.22,0.12,98.88,0.46,4125
16073,west,medium_small_metro,3.32,0.7,0.23,94.29,1.46,10644
16075,west,nonmetro,0.9,0.91,0.11,96.56,1.52,20578
16077,west,medium_small_metro,3.5,0.41,0.17,95.45,0.46,7538
16079,west,nonmetro,1.55,0.33,0.11,96.52,1.49,13771
16081,west,nonmetro,0.55,0.42,0.17,98.38,0.48,5999
16083,west,nonmetro,0.77,0.9,0.23,97.08,1.01,64284
16085,west,nonmetro,0.75,0.41,0.09,97.88,0.88,7651
16087,west,nonmetro,0.79,1.29,0.1,96.67,1.14,9977
17001,midwest,nonmetro,0.17,0.42,3.1,95.53,0.77,68277
17003,midwest,nonmetro,0.28,0.42,34.95,63.56,0.79,9590
17005,midwest,large_fringe,0.46,0.33,7.47,91.18,0.56,17633
17007,midwest,medium_small_metro,0.35,0.54,0.96,97.32,0.83,41786
17009,midwest,nonmetro,0.09,0.27,18.26,81.02,0.36,6950
17011,midwest,nonmetro,0.19,0.59,0.35,98.34,0.52,35503
17013,midwest,large_fringe,0.31,0.18,0.08,98.94,0.49,5084
17015,midwest,nonmetro,0.25,0.46,0.55,97.95,0.79,16674
17017,midwest,nonmetro,0.18,0.31,0.45,98.53,0.52,13695
17019,midwest,medium_small_metro,0.27,6.63,11.27,80.34,1.48,179669
17021,midwest,nonmetro,0.18,0.42,2.17,96.81,0.42,35372
17023,midwest,nonmetro,0.18,0.16,0.2,98.95,0.51,17008
17025,midwest,nonmetro,0.25,0.54,0.11,98.78,0.33,14560
17027,midwest,large_fringe,0.16,0.39,3.94,95.06,0.45,35535
17029,midwest,nonmetro,0.22,0.86,2.31,95.94,0.68,53196
17031,midwest,large_central,0.36,5.1,26.48,67.12,0.95,5376741
17033,midwest,nonmetro,0.27,0.36,4.55,94.23,0.59,20452
17035,midwest,nonmetro,0.2,0.17,0.11,99.1,0.43,11253
17037,midwest,large_fringe,0.25,2.5,4.68,91.63,0.94,88969
17039,midwest,nonmetro,0.19,0.3,0.51,98.38,0.61,16798
17041,midwest,nonmetro,0.19,0.29,0.32,98.78,0.42,19922
17043,midwest,large_fringe,0.2,8.1,3.12,87.67,0.92,904161
17045,midwest,nonmetro,0.19,0.2,1.87,97.43,0.31,19704
17047,midwest,nonmetro,0.09,0.46,0.17,98.95,0.33,6971
17049,midwest,nonmetro,0.2,0.35,0.17,98.96,0.32,34264
17051,midwest,nonmetro,0.12,0.19,4.88,94.36,0.45,21802
17053,midwest,medium_small_metro,0.1,0.33,0.25,98.81,0.51,14241
17055,midwest,nonmetro,0.22,0.19,0.15,98.86,0.58,39018
17057,midwest,nonmetro,0.21,0.27,3.61,95.47,0.44,38250
17059,midwest,nonmetro,0.71,0.09,0.26,98.49,0.43,6445
17061,midwest,nonmetro,0.24,0.13,0.76,98.32,0.56,14761
17063,midwest,large_fringe,0.26,0.33,0.2,98.68,0.54,37535
17065,midwest,nonmetro,0.26,0.17,0.67,98.41,0.49,8621
17067,midwest,nonmetro,0.18,0.26,0.21,98.83,0.52,20121
17069,midwest,nonmetro,0.04,0.63,2.77,95.94,0.63,4800
17071,midwest,nonmetro,0.11,0.13,0.26,98.79,0.71,8213
17073,midwest,medium_small_metro,0.11,0.27,1.2,97.72,0.7,51020
17075,midwest,nonmetro,0.22,0.34,0.74,98.17,0.54,31334
17077,midwest,nonmetro,0.32,3.16,13.13,82.0,1.39,59612
17079,midwest,nonmetro,0.08,0.21,0.12,99.33,0.27,10117
17081,midwest,nonmetro,0.21,0.53,7.92,90.35,0.99,40045
17083,midwest,large_fringe,0.21,0.3,0.53,98.38,0.59,21668
17085,midwest,nonmetro,0.13,0.17,0.21,99.01,0.48,22289
17087,midwest,nonmetro,0.28,0.18,14.25,84.68,0.61,12878
17089,midwest,large_fringe,0.38,1.98,5.99,90.7,0.94,404119
17091,midwest,medium_small_metro,0.19,0.75,15.61,82.49,0.96,103833
17093,midwest,large_fringe,0.21,0.97,1.33,96.73,0.76,54544
17095,midwest,nonmetro,0.2,0.71,6.43,91.59,1.06,55836
17097,midwest,large_fringe,0.34,4.09,7.18,87.3,1.09,644356
17099,midwest,nonmetro,0.18,0.59,1.58,96.96,0.69,111509
17101,midwest,nonmetro,0.14,0.12,0.81,98.31,0.62,15452
17103,midwest,nonmetro,0.13,0.6,4.96,93.56,0.75,36062
17105,midwest,nonmetro,0.17,0.33,5.22,93.74,0.54,39678
17107,midwest,nonmetro,0.16,0.57,6.59,92.16,0.53,31183
17109,midwest,nonmetro,0.14,2.07,3.48,93.47,0.84,32913
17111,midwest,large_fringe,0.19,1.53,0.63,97.0,0.65,260077
17113,midwest,medium_small_metro,0.17,2.12,6.25,90.4,1.06,150433
17115,midwest,medium_small_metro,0.18,0.61,14.13,83.86,1.22,114706
17117,midwest,large_fringe,0.23,0.22,0.83,98.24,0.49,49019
17119,midwest,large_fringe,0.28,0.65,7.36,90.85,0.87,258941
17121,midwest,nonmetro,0.22,0.63,3.88,94.35,0.92,41691
17123,midwest,medium_small_metro,0.22,0.27,0.39,98.55,0.57,13180
17125,midwest,nonmetro,0.26,0.21,0.12,99.0,0.41,16038
17127,midwest,nonmetro,0.22,0.26,5.54,92.91,1.08,15161
17129,midwest,medium_small_metro,0.25,0.17,0.4,98.83,0.35,12486
17131,midwest,medium_small_metro,0.13,0.19,0.35,98.8,0.53,16957
17133,midwest,large_fringe,0.19,0.34,0.05,99.04,0.39,27619
17135,midwest,nonmetro,0.22,0.28,3.75,95.41,0.36,30652
17137,midwest,nonmetro,0.19,0.5,5.4,93.08,0.83,36616
17139,midwest,nonmetro,0.17,0.17,0.2,99.07,0.4,14287
17141,midwest,nonmetro,0.28,0.48,0.48,98.15,0.61,51032
17143,midwest,medium_small_metro,0.24,1.74,16.23,80.44,1.36,183433
17145,midwest,nonmetro,0.26,0.32,8.11,90.59,0.71,23094
17147,midwest,medium_small_metro,0.08,0.15,0.24,98.98,0.56,16365
17149,midwest,nonmetro,0.17,0.26,1.51,97.56,0.49,17384
17151,midwest,nonmetro,0.84,0.29,3.9,93.68,1.29,4413
17153,midwest,nonmetro,0.14,0.93,31.26,66.81,0.87,7348
17155,midwest,nonmetro,0.36,0.26,0.62,98.34,0.41,6086
17157,midwest,nonmetro,0.16,0.3,9.35,89.51,0.69,33893
17159,midwest,nonmetro,0.12,0.61,0.31,98.44,0.51,16149
17161,midwest,medium_small_metro,0.31,1.09,7.66,89.74,1.2,149374
17163,midwest,large_fringe,0.27,1.0,28.88,68.83,1.03,256082
17165,midwest,nonmetro,0.3,0.22,4.1,94.55,0.83,26733
17167,midwest,medium_small_metro,0.21,1.17,9.72,87.84,1.05,188951
17169,midwest,nonmetro,0.15,0.13,0.24,99.08,0.4,7189
17171,midwest,nonmetro,0.14,0.13,0.04,99.51,0.18,5537
17173,midwest,nonmetro,0.14,0.22,0.16,99.13,0.35,22893
17175,midwest,medium_small_metro,0.19,0.19,0.08,98.91,0.63,6332
17177,midwest,nonmetro,0.16,0.74,7.75,90.12,1.23,48979
17179,midwest,medium_small_metro,0.26,0.54,0.89,97.76,0.56,128485
17181,midwest,nonmetro,0.4,0.3,0.85,97.74,0.71,18293
17183,midwest,medium_small_metro,0.22,0.63,10.71,87.52,0.92,83919
17185,midwest,nonmetro,0.18,0.52,0.39,98.17,0.74,12937
17187,midwest,nonmetro,0.2,0.45,1.64,96.97,0.74,18735
17189,midwest,nonmetro,0.22,0.21,0.33,98.76,0.48,15148
17191,midwest,nonmetro,0.22,0.34,0.16,98.8,0.47,17151
17193,midwest,nonmetro,0.34,0.17,0.26,98.46,0.76,15371
17195,midwest,nonmetro,0.28,0.46,1.13,97.44,0.68,60653
17197,midwest,large_fringe,0.24,2.34,10.59,85.86,0.97,502266
17199,midwest,nonmetro,0.27,0.55,2.53,95.8,0.85,61296
17201,midwest,medium_small_metro,0.32,1.83,10.65,86.0,1.21,278418
17203,midwest,medium_small_metro,0.17,0.33,0.26,98.71,0.52,35469
18001,midwest,nonmetro,0.17,0.24,0.15,99.02,0.42,33625
18003,midwest,medium_small_metro,0.37,1.51,11.49,85.32,1.3,331849
18005,midwest,medium_small_metro,0.15,1.98,1.89,95.27,0.72,71435
18007,midwest,medium_small_metro,0.14,0.08,0.21,98.44,1.13,9421
18009,midwest,nonmetro,0.34,0.16,0.17,98.58,0.75,14048
18011,midwest,large_fringe,0.26,0.47,0.38,98.39,0.49,46107
18013,midwest,large_fringe,0.22,0.23,0.22,98.61,0.72,14957
18015,midwest,medium_small_metro,0.16,0.07,0.2,99.24,0.33,20165
18017,midwest,nonmetro,0.37,0.62,1.34,96.99,0.67,40930
18019,midwest,large_fringe,0.26,0.67,6.7,91.18,1.18,96472
18021,midwest,medium_small_metro,0.26,0.13,0.36,98.64,0.61,26556
18023,midwest,nonmetro,0.14,0.28,0.4,98.76,0.41,33866
18025,midwest,nonmetro,0.4,0.28,0.16,98.79,0.37,10743
18027,midwest,nonmetro,0.23,0.28,0.49,98.55,0.45,29820
18029,midwest,large_fringe,0.16,0.29,0.65,98.29,0.61,46109
18031,midwest,nonmetro,0.11,0.73,0.06,98.69,0.41,24555
18033,midwest,nonmetro,0.22,0.39,0.25,98.55,0.59,40285
18035,midwest,medium_small_metro,0.24,0.75,6.8,91.23,0.98,118769
18037,midwest,nonmetro,0.12,0.25,0.14,99.17,0.32,39674
18039,midwest,medium_small_metro,0.29,1.08,5.33,92.14,1.15,182791
18041,midwest,nonmetro,0.09,0.3,1.7,97.31,0.61,25588
18043,midwest,large_fringe,0.22,0.53,4.46,93.8,0.99,70823
18045,midwest,nonmetro,0.2,0.19,0.11,99.08,0.42,17954
18047,midwest,large_fringe,0.16,0.24,0.03,99.16,0.41,22151
18049,midwest,nonmetro,0.38,0.41,0.78,97.68,0.75,20511
18051,midwest,medium_small_metro,0.19,0.53,1.94,96.74,0.61,32500
18053,midwest,nonmetro,0.45,0.61,7.26,90.47,1.21,73403
18055,midwest,medium_small_metro,0.34,0.23,0.08,98.82,0.53,33157
18057,midwest,large_fringe,0.17,2.51,1.57,95.01,0.73,182740
18059,midwest,large_fringe,0.17,0.42,0.13,98.73,0.55,55391
18061,midwest,large_fringe,0.29,0.23,0.38,98.58,0.53,34325
18063,midwest,large_fringe,0.26,0.71,1.16,97.15,0.72,104093
18065,midwest,nonmetro,0.16,0.22,0.88,98.28,0.46,48508
18067,midwest,medium_small_metro,0.37,1.05,6.61,90.76,1.22,84964
18069,midwest,nonmetro,0.42,0.34,0.19,98.54,0.51,38075
18071,midwest,nonmetro,0.24,0.85,0.58,97.78,0.53,41335
18073,midwest,large_fringe,0.18,0.19,0.36,98.75,0.52,30043
18075,midwest,nonmetro,0.17,0.39,0.26,98.7,0.48,21806
18077,midwest,nonmetro,0.24,0.62,1.5,96.69,0.95,31705
18079,midwest,nonmetro,0.22,0.28,0.77,98.05,0.68,27554
18081,midwest,large_fringe,0.19,0.88,0.82,97.58,0.53,115209
18083,midwest,nonmetro,0.22,0.57,1.91,96.74,0.57,39256
18085,midwest,nonmetro,0.26,0.6,0.62,97.92,0.6,74057
18087,midwest,nonmetro,0.15,0.28,0.21,98.79,0.57,34909
18089,midwest,large_fringe,0.31,0.92,25.65,72.23,0.89,484564
18091,midwest,medium_small_metro,0.32,0.52,10.26,87.77,1.13,110106
18093,midwest,nonmetro,0.29,0.31,0.39,98.36,0.65,45922
18095,midwest,medium_small_metro,0.24,0.38,7.93,90.58,0.87,133358
18097,midwest,large_central,0.27,1.54,24.38,72.55,1.26,860454
18099,midwest,nonmetro,0.33,0.38,0.32,98.34,0.63,45128
18101,midwest,nonmetro,0.12,0.17,0.17,99.05,0.49,10369
18103,midwest,nonmetro,1.1,0.37,3.08,94.23,1.22,36082
18105,midwest,medium_small_metro,0.27,3.51,3.08,91.85,1.28,120563
18107,midwest,nonmetro,0.19,0.47,0.81,97.9,0.62,37629
18109,midwest,large_fringe,0.23,0.27,0.08,98.83,0.6,66689
18111,midwest,large_fringe,0.33,0.3,0.19,98.61,0.57,14566
18113,midwest,nonmetro,0.26,0.41,0.42,98.34,0.57,46275
18115,midwest,large_fringe,0.12,0.16,0.48,98.77,0.46,5623
18117,midwest,nonmetro,0.32,0.2,0.66,98.23,0.59,19306
18119,midwest,medium_small_metro,0.39,0.19,0.25,98.48,0.69,21786
18121,midwest,nonmetro,0.26,0.21,2.15,96.71,0.67,17241
18123,midwest,nonmetro,0.19,0.16,1.49,97.77,0.39,18899
18125,midwest,nonmetro,0.12,0.18,0.1,99.25,0.34,12837
18127,midwest,large_fringe,0.24,0.98,0.96,97.0,0.82,146798
18129,midwest,medium_small_metro,0.27,0.16,0.88,98.18,0.52,27061
18131,midwest,nonmetro,0.22,0.25,0.95,98.02,0.56,13755
18133,midwest,large_fringe,0.35,0.57,2.97,95.37,0.75,36019
18135,midwest,nonmetro,0.18,0.19,0.27,98.7,0.65,27401
18137,midwest,nonmetro,0.35,0.36,0.05,98.87,0.37,26523
18139,midwest,nonmetro,0.16,0.49,0.6,98.06,0.7,18261
18141,midwest,medium_small_metro,0.37,1.47,11.61,85.11,1.43,265559
18143,midwest,nonmetro,0.17,0.2,0.05,99.14,0.44,22960
18145,midwest,large_fringe,0.23,0.62,0.78,97.8,0.56,43445
18147,midwest,nonmetro,0.24,0.22,0.6,98.51,0.44,20391
18149,midwest,nonmetro,0.25,0.25,0.24,98.52,0.74,23556
18151,midwest,nonmetro,0.34,0.44,0.41,98.26,0.56,33214
18153,midwest,medium_small_metro,0.31,0.18,4.31,94.5,0.7,21751
18155,midwest,nonmetro,0.15,0.1,0.23,99.13,0.39,9065
18157,midwest,medium_small_metro,0.3,4.6,2.58,91.6,0.92,148955
18159,midwest,medium_small_metro,0.25,0.32,0.14,98.85,0.43,16577
18161,midwest,nonmetro,0.27,0.24,0.23,98.91,0.34,7349
18163,midwest,medium_small_metro,0.19,0.82,8.26,89.74,1.0,171922
18165,midwest,medium_small_metro,0.26,0.15,0.27,98.64,0.69,16788
18167,midwest,medium_small_metro,0.29,1.29,6.11,91.16,1.15,105848
18169,midwest,nonmetro,0.66,0.45,0.42,97.9,0.58,34960
18171,midwest,nonmetro,0.14,0.2,0.08,99.23,0.34,8419
18173,midwest,medium_small_metro,0.15,0.69,1.01,97.68,0.47,52383
18175,midwest,large_fringe,0.13,0.17,0.13,99.04,0.53,27223
18177,midwest,nonmetro,0.2,0.57,5.2,92.79,1.24,71097
18179,midwest,medium_small_metro,0.19,0.24,0.16,98.8,0.6,27600
18181,midwest,nonmetro,0.26,0.31,0.18,98.71,0.54,25267
18183,midwest,medium_small_metro,0.36,0.23,0.19,98.73,0.49,30707
19001,midwest,nonmetro,0.07,0.24,0.07,99.27,0.34,8243
19003,midwest,nonmetro,0.45,0.18,0.07,99.13,0.18,4482
19005,midwest,nonmetro,0.23,0.28,0.14,98.82,0.52,14675
19007,midwest,nonmetro,0.17,0.27,0.45,98.47,0.64,13721
19009,midwest,nonmetro,0.09,0.19,0.15,99.21,0.37,6830
19011,midwest,medium_small_metro,0.15,0.19,0.2,99.0,0.47,25308
19013,midwest,medium_small_metro,0.18,1.06,8.03,89.73,0.99,128012
19015,midwest,nonmetro,0.2,0.22,0.4,98.83,0.35,26224
19017,midwest,medium_small_metro,0.07,0.54,0.48,98.44,0.46,23325
19019,midwest,nonmetro,0.22,0.42,0.28,98.64,0.44,21093
19021,midwest,nonmetro,0.18,4.49,0.48,94.27,0.58,20411
19023,midwest,nonmetro,0.06,0.24,0.08,99.16,0.46,15305
19025,midwest,nonmetro,0.2,0.21,0.74,98.45,0.4,11115
19027,midwest,nonmetro,0.11,0.35,0.18,99.12,0.25,21421
19029,midwest,nonmetro,0.12,0.18,0.22,99.15,0.33,14684
19031,midwest,nonmetro,0.19,0.33,0.19,98.83,0.46,18187
19033,midwest,nonmetro,0.18,0.74,0.82,97.53,0.73,46447
19035,midwest,nonmetro,0.16,0.43,0.31,98.75,0.35,13035
19037,midwest,nonmetro,0.03,0.28,0.05,99.15,0.48,13095
19039,midwest,nonmetro,0.34,0.39,0.11,98.71,0.45,9133
19041,midwest,nonmetro,0.1,0.86,0.17,98.45,0.43,17372
19043,midwest,nonmetro,0.24,0.11,0.16,99.16,0.34,18678
19045,midwest,nonmetro,0.25,0.59,1.9,96.36,0.89,50149
19047,midwest,nonmetro,0.35,0.53,0.8,97.9,0.42,16942
19049,midwest,medium_small_metro,0.17,0.82,0.81,97.65,0.55,40750
19051,midwest,nonmetro,0.21,0.25,0.18,98.65,0.71,8541
19053,midwest,nonmetro,0.24,0.82,0.99,97.0,0.96,8689
19055,midwest,nonmetro,0.1,0.15,0.07,99.42,0.26,18404
19057,midwest,nonmetro,0.26,0.65,3.62,94.5,0.98,42351
19059,midwest,nonmetro,0.21,0.21,0.18,99.06,0.34,16424
19061,midwest,medium_small_metro,0.15,0.69,0.87,97.69,0.59,89143
19063,midwest,nonmetro,0.34,0.31,0.24,98.68,0.43,11027
19065,midwest,nonmetro,0.14,0.44,0.55,98.37,0.5,22008
19067,midwest,nonmetro,0.1,0.56,0.24,98.6,0.5,16900
19069,midwest,nonmetro,0.23,0.29,0.1,99.12,0.25,10704
19071,midwest,nonmetro,0.24,0.25,0.04,99.03,0.45,8010
19073,midwest,nonmetro,0.18,0.25,0.16,98.99,0.41,10366
19075,midwest,medium_small_metro,0.02,0.29,0.09,99.22,0.38,12369
19077,midwest,medium_small_metro,0.05,0.18,0.13,99.1,0.53,11353
19079,midwest,nonmetro,0.23,1.53,0.26,97.49,0.49,16438
19081,midwest,nonmetro,0.1,0.36,0.09,99.14,0.31,12100
19083,midwest,nonmetro,0.13,0.4,0.62,98.53,0.32,18812
19085,midwest,medium_small_metro,0.22,0.2,0.09,98.92,0.57,15666
19087,midwest,nonmetro,0.24,2.03,1.52,95.36,0.85,20336
19089,midwest,nonmetro,0.15,0.17,0.13,99.19,0.35,9932
19091,midwest,nonmetro,0.06,0.39,0.11,99.16,0.29,10381
19093,midwest,nonmetro,0.06,0.26,0.1,99.22,0.36,7837
19095,midwest,nonmetro,0.09,0.33,0.2,99.14,0.24,15671
19097,midwest,nonmetro,0.12,0.22,0.1,99.15,0.41,20296
19099,midwest,nonmetro,0.23,0.54,0.85,97.89,0.49,37213
19101,midwest,nonmetro,0.17,1.8,0.7,96.68,0.65,16181
19103,midwest,medium_small_metro,0.3,4.26,3.01,91.33,1.11,111006
19105,midwest,medium_small_metro,0.32,0.22,1.84,97.06,0.55,20221
19107,midwest,nonmetro,0.11,0.27,0.08,99.28,0.25,11400
19109,midwest,nonmetro,0.15,0.36,0.11,99.09,0.3,17163
19111,midwest,nonmetro,0.26,0.47,2.87,95.39,1.01,38052
19113,midwest,medium_small_metro,0.23,1.47,2.62,94.5,1.18,191701
19115,midwest,nonmetro,0.18,0.28,0.3,98.83,0.41,12183
19117,midwest,nonmetro,0.11,0.32,0.13,99.18,0.27,9422
19119,midwest,nonmetro,0.15,0.17,0.09,99.25,0.33,11763
19121,midwest,medium_small_metro,0.3,0.22,0.09,98.84,0.55,14019
19123,midwest,nonmetro,0.2,0.9,0.64,97.59,0.67,22335
19125,midwest,nonmetro,0.19,1.09,0.42,97.78,0.52,32052
19127,midwest,nonmetro,0.4,0.93,1.04,96.89,0.73,39311
19129,midwest,medium_small_metro,0.27,0.31,0.28,98.49,0.65,14547
19131,midwest,nonmetro,0.07,0.2,0.17,99.42,0.13,10874
19133,midwest,nonmetro,0.76,0.16,0.08,98.55,0.45,10020
19135,midwest,nonmetro,0.36,0.4,0.2,98.55,0.49,8016
19137,midwest,nonmetro,0.35,0.26,0.08,98.94,0.37,11771
19139,midwest,nonmetro,0.36,0.89,0.78,97.35,0.62,41722
19141,midwest,nonmetro,0.21,0.58,0.37,98.53,0.32,15102
19143,midwest,nonmetro,0.26,0.23,0.11,99.1,0.3,7003
19145,midwest,nonmetro,0.49,0.52,1.68,96.75,0.56,16976
19147,midwest,nonmetro,0.2,0.34,0.1,98.9,0.46,10147
19149,midwest,nonmetro,0.16,0.35,0.29,98.78,0.42,24849
19151,midwest,nonmetro,0.18,0.21,0.24,98.94,0.43,8662
19153,midwest,medium_small_metro,0.29,2.79,4.96,90.9,1.06,374601
19155,midwest,medium_small_metro,0.39,0.54,0.81,97.46,0.8,87704
19157,midwest,nonmetro,0.24,1.14,0.56,97.32,0.73,18815
19159,midwest,nonmetro,0.22,0.16,0.11,99.23,0.27,5469
19161,midwest,nonmetro,0.09,0.16,0.29,99.0,0.46,11529
19163,midwest,medium_small_metro,0.34,1.64,6.22,90.44,1.36,158668
19165,midwest,nonmetro,0.29,0.3,0.11,98.91,0.4,13173
19167,midwest,nonmetro,0.15,0.67,0.21,98.64,0.34,31589
19169,midwest,medium_small_metro,0.16,5.23,1.89,91.88,0.83,79981
19171,midwest,nonmetro,6.22,0.2,0.31,92.39,0.88,18103
19173,midwest,nonmetro,0.1,0.37,0.03,99.2,0.3,6958
19175,midwest,nonmetro,0.17,0.25,0.26,98.86,0.45,12309
19177,midwest,nonmetro,0.19,0.35,0.06,98.82,0.58,7809
19179,midwest,nonmetro,0.29,0.71,0.95,97.43,0.62,36051
19181,midwest,medium_small_metro,0.19,0.45,0.27,98.52,0.58,40671
19183,midwest,medium_small_metro,0.23,0.3,0.3,98.68,0.49,20670
19185,midwest,nonmetro,0.12,0.31,0.06,98.96,0.55,6730
19187,midwest,nonmetro,0.32,0.7,3.45,94.64,0.89,40235
19189,midwest,nonmetro,0.23,0.73,0.18,98.41,0.45,11723
19191,midwest,nonmetro,0.08,0.84,0.52,98.15,0.42,21310
19193,midwest,medium_small_metro,1.8,2.54,2.09,92.19,1.38,103877
19195,midwest,nonmetro,0.09,0.15,0.32,98.84,0.61,7909
19197,midwest,nonmetro,0.19,0.24,0.17,99.0,0.4,14334
20001,midwest,nonmetro,0.82,0.28,1.66,95.81,1.43,14385
20003,midwest,nonmetro,0.74,0.25,0.32,97.82,0.88,8110
20005,midwest,nonmetro,0.56,0.43,5.35,92.25,1.41,16774
20007,midwest,nonmetro,0.58,0.09,0.38,98.17,0.77,5307
20009,midwest,nonmetro,0.54,0.34,1.19,97.01,0.92,28205
20011,midwest,nonmetro,0.85,0.41,3.1,94.5,1.14,15379
20013,midwest,nonmetro,8.84,0.21,1.62,87.75,1.58,10724
20015,midwest,medium_small_metro,0.92,0.45,1.39,95.8,1.44,59482
20017,midwest,nonmetro,0.56,0.13,1.02,97.56,0.73,3030
20019,midwest,nonmetro,3.58,0.11,0.3,94.2,1.81,4359
20021,midwest,nonmetro,3.48,0.27,0.63,92.86,2.77,22605
20023,midwest,nonmetro,0.09,0.54,0.13,98.99,0.25,3165
20025,midwest,nonmetro,1.13,0.08,0.25,97.91,0.63,2390
20027,midwest,nonmetro,0.41,0.15,0.58,98.1,0.77,8822
20029,midwest,nonmetro,0.25,0.26,0.34,98.57,0.57,10268
20031,midwest,nonmetro,0.54,0.35,0.26,97.68,1.17,8865
20033,midwest,nonmetro,0.25,0.46,0.05,98.63,0.61,1967
20035,midwest,nonmetro,2.0,1.62,2.76,91.77,1.85,36291
20037,midwest,nonmetro,0.96,1.26,1.88,94.53,1.37,38242
20039,midwest,nonmetro,0.09,0.26,0.6,98.44,0.6,3472
20041,midwest,nonmetro,0.5,0.32,0.58,97.47,1.13,19344
20043,midwest,medium_small_metro,1.22,0.25,2.07,95.38,1.07,8249
20045,midwest,medium_small_metro,2.59,3.28,4.33,87.59,2.21,99962
20047,midwest,nonmetro,0.52,0.32,0.32,98.43,0.41,3449
20049,midwest,nonmetro,1.04,0.25,0.21,96.35,2.15,3261
20051,midwest,nonmetro,0.22,0.84,0.68,97.49,0.77,27507
20053,midwest,nonmetro,0.57,0.26,3.62,94.61,0.95,6525
20055,midwest,nonmetro,1.08,3.14,1.41,93.45,0.92,40523
20057,midwest,nonmetro,0.78,2.36,1.86,94.11,0.89,32458
20059,midwest,large_fringe,0.95,0.33,1.21,96.02,1.48,24784
20061,midwest,nonmetro,0.79,3.88,22.93,68.47,3.94,27947
20063,midwest,nonmetro,0.2,0.1,0.1,98.73,0.88,3068
20065,midwest,nonmetro,0.34,0.31,3.22,95.38,0.75,2946
20067,midwest,nonmetro,1.02,0.59,0.3,97.45,0.63,7909
20069,midwest,nonmetro,0.46,0.17,0.19,98.34,0.85,5904
20071,midwest,nonmetro,0.52,0.52,0.2,98.24,0.52,1534
20073,midwest,nonmetro,0.87,0.1,0.18,97.58,1.26,7673
20075,midwest,nonmetro,0.49,0.94,0.56,97.34,0.67,2670
20077,midwest,nonmetro,0.83,0.21,0.23,97.78,0.95,6536
20079,midwest,medium_small_metro,0.56,0.6,1.69,95.81,1.34,32869
20081,midwest,nonmetro,0.58,0.63,0.19,97.63,0.98,4307
20083,midwest,nonmetro,0.24,0.0,0.91,98.13,0.72,2085
20085,midwest,medium_small_metro,6.91,0.21,0.53,90.65,1.7,12657
20087,midwest,medium_small_metro,0.92,0.18,0.39,97.25,1.25,18426
