fips,region,urbanisation,pct_aian_alone,pct_api_alone,pct_black_alone,pct_white_alone,pct_multiple_response,census2000_population
05065,south,nonmetro,0.68,0.14,1.44,96.75,0.99,13249
05067,south,nonmetro,0.34,0.18,17.61,81.2,0.66,18418
05069,south,medium_small_metro,0.24,0.73,49.65,48.76,0.61,84278
05071,south,nonmetro,0.63,0.39,1.42,96.51,1.05,22781
05073,south,nonmetro,0.37,0.23,36.5,62.34,0.55,8559
05075,south,nonmetro,0.57,0.07,0.44,98.01,0.91,17774
05077,south,nonmetro,0.16,0.33,57.41,41.8,0.29,12580
05079,south,medium_small_metro,0.4,0.08,32.94,65.91,0.67,14492
05081,south,nonmetro,1.47,0.23,21.32,75.61,1.38,13628
05083,south,nonmetro,0.7,0.17,1.06,96.88,1.19,22486
05085,south,medium_small_metro,0.5,0.47,6.46,91.67,0.9,52828
05087,south,medium_small_metro,1.25,0.15,0.12,97.51,0.97,14243
05089,south,nonmetro,0.76,0.25,0.12,97.73,1.14,16140
05091,south,medium_small_metro,0.64,0.4,23.08,74.85,1.04,40443
05093,south,nonmetro,0.29,0.44,32.82,65.53,0.93,51979
05095,south,nonmetro,0.26,0.18,38.92,59.63,1.01,10254
05097,south,nonmetro,1.11,0.38,0.3,97.03,1.18,9245
05099,south,nonmetro,0.39,0.07,31.26,67.72,0.55,9955
05101,south,nonmetro,0.56,0.17,0.14,98.0,1.13,8608
05103,south,nonmetro,0.26,0.28,38.71,60.0,0.74,28790
05105,south,medium_small_metro,0.98,0.17,1.74,96.14,0.97,10209
05107,south,nonmetro,0.21,0.36,59.12,39.73,0.59,26445
05109,south,nonmetro,0.65,0.19,3.58,94.68,0.89,11303
05111,south,medium_small_metro,0.25,0.18,7.14,91.83,0.6,25614
05113,south,nonmetro,1.54,0.28,0.17,96.56,1.45,20229
05115,south,nonmetro,0.7,0.72,2.65,94.82,1.11,54469
05117,south,nonmetro,0.38,0.18,13.71,85.16,0.58,9539
05119,south,medium_small_metro,0.4,1.33,31.99,65.17,1.11,361474
05121,south,nonmetro,0.54,0.09,0.98,97.47,0.92,18195
05123,south,nonmetro,0.26,0.59,49.12,49.49,0.54,29329
05125,south,medium_small_metro,0.5,0.61,2.22,95.81,0.85,83529
05127,south,nonmetro,1.4,1.0,0.23,96.28,1.09,10996
05129,south,nonmetro,0.75,0.17,0.04,97.85,1.2,8261
05131,south,medium_small_metro,1.6,3.7,6.22,86.37,2.11,115071
05133,south,nonmetro,1.83,0.19,4.99,91.82,1.17,15757
05135,south,nonmetro,0.69,0.16,0.52,97.43,1.2,17119
05137,south,nonmetro,0.79,0.1,0.08,97.48,1.55,11499
05139,south,nonmetro,0.25,0.41,32.0,66.66,0.68,45629
05141,south,nonmetro,0.77,0.33,0.33,97.37,1.21,16192
05143,south,medium_small_metro,1.29,2.26,2.3,92.59,1.56,157715
05145,south,nonmetro,0.45,0.37,3.6,94.49,1.1,67165
05147,south,nonmetro,0.23,0.18,30.79,68.06,0.74,8741
05149,south,nonmetro,0.61,0.87,1.49,96.02,1.01,21139
06001,west,large_central,0.75,21.86,15.38,58.89,3.11,1443741
06003,west,nonmetro,19.78,0.41,0.58,74.75,4.47,1208
06005,west,nonmetro,1.85,1.19,4.09,91.11,1.75,35100
06007,west,medium_small_metro,2.02,3.71,1.47,90.27,2.53,203171
06009,west,nonmetro,1.81,1.01,0.77,94.01,2.4,40554
06011,west,nonmetro,2.67,2.12,0.67,93.37,1.17,18804
06013,west,large_fringe,0.72,11.86,9.67,74.84,2.91,948816
06015,west,nonmetro,6.57,2.53,4.33,83.3,3.27,27507
06017,west,large_fringe,1.09,2.38,0.56,93.96,2.01,156299
06019,west,medium_small_metro,1.93,8.86,5.68,81.82,1.7,799407
06021,west,nonmetro,2.25,3.79,0.69,91.63,1.63,26453
06023,west,nonmetro,5.85,1.95,0.92,87.87,3.41,126518
06025,west,medium_small_metro,2.16,2.62,4.32,90.01,0.9,142361
06027,west,nonmetro,10.35,1.09,0.22,86.2,2.14,17945
06029,west,medium_small_metro,1.79,3.91,6.32,86.1,1.88,661645
06031,west,medium_small_metro,1.99,3.52,8.68,83.96,1.85,129461
06033,west,nonmetro,3.22,1.06,2.16,91.11,2.45,58309
06035,west,nonmetro,3.41,1.27,9.18,84.28,1.87,33828
06037,west,large_central,1.06,12.77,10.28,74.23,1.65,9519338
06039,west,medium_small_metro,3.1,1.79,4.44,88.75,1.92,123109
06041,west,large_fringe,0.54,4.88,3.05,89.44,2.09,247289
06043,west,nonmetro,3.63,0.93,0.7,92.14,2.6,17130
06045,west,nonmetro,4.98,1.51,0.7,90.33,2.47,86265
06047,west,medium_small_metro,1.57,7.6,4.11,84.68,2.04,210554
06049,west,nonmetro,4.24,0.71,0.7,92.2,2.15,9449
06051,west,nonmetro,2.53,1.37,0.59,94.08,1.43,12853
06053,west,medium_small_metro,1.36,7.13,4.11,85.01,2.38,401762
06055,west,medium_small_metro,0.98,3.43,1.42,92.25,1.91,124279
06057,west,nonmetro,0.94,0.94,0.29,95.88,1.94,92033
06059,west,large_central,0.89,14.34,1.86,81.09,1.82,2846289
06061,west,large_fringe,0.96,3.27,0.86,92.77,2.15,248399
06063,west,nonmetro,2.61,0.65,0.63,94.05,2.06,20824
06065,west,large_central,1.4,4.3,6.58,85.75,1.97,1545387
06067,west,large_central,1.22,12.41,10.33,72.56,3.48,1223499
06069,west,large_fringe,1.44,3.12,1.35,91.95,2.15,53234
06071,west,large_fringe,1.43,5.43,9.55,81.44,2.15,1709434
06073,west,large_central,1.01,9.84,6.12,80.54,2.5,2813833
06075,west,large_central,0.54,31.93,8.08,57.13,2.32,776733
06077,west,medium_small_metro,1.34,12.84,6.99,76.01,2.82,563598
06079,west,medium_small_metro,1.07,2.99,2.1,91.77,2.07,246681
06081,west,large_fringe,0.54,22.23,3.72,71.08,2.44,707161
06083,west,medium_small_metro,1.54,4.62,2.47,89.26,2.12,399347
06085,west,large_central,0.83,26.6,3.02,67.25,2.3,1682585
06087,west,medium_small_metro,1.17,3.94,1.11,91.45,2.33,255602
06089,west,medium_small_metro,2.87,2.11,0.77,91.55,2.7,163256
06091,west,nonmetro,1.91,0.25,0.2,95.81,1.83,3555
06093,west,nonmetro,4.0,1.41,1.37,90.44,2.78,44301
06095,west,medium_small_metro,0.89,14.29,15.29,65.42,4.1,394542
06097,west,medium_small_metro,1.35,3.53,1.55,91.13,2.43,458614
06099,west,medium_small_metro,1.5,5.26,2.79,88.15,2.3,446997
06101,west,medium_small_metro,1.73,12.34,2.0,81.47,2.45,78930
06103,west,nonmetro,2.19,0.98,0.6,94.02,2.21,56039
06105,west,nonmetro,4.96,0.7,0.51,90.22,3.61,13022
06107,west,medium_small_metro,1.94,3.8,1.84,90.94,1.48,368021
06109,west,nonmetro,1.92,0.94,2.13,92.82,2.18,54501
06111,west,medium_small_metro,1.17,5.94,2.17,88.75,1.98,753197
06113,west,large_fringe,1.36,10.82,2.21,82.99,2.63,168660
06115,west,medium_small_metro,2.78,8.16,3.36,81.71,3.98,60219
08001,west,large_fringe,1.38,3.54,3.16,90.25,1.67,363857
08003,west,nonmetro,2.96,1.18,1.26,92.96,1.64,14966
08005,west,large_fringe,0.74,4.21,7.97,85.07,2.01,487967
08007,west,nonmetro,1.54,0.34,0.41,96.52,1.18,9898
08009,west,nonmetro,1.22,0.27,0.04,97.03,1.44,4517
08011,west,nonmetro,2.45,0.77,3.7,91.68,1.4,5998
08013,west,medium_small_metro,0.7,3.25,0.94,93.77,1.34,291288
08015,west,nonmetro,1.16,0.52,1.68,95.62,1.02,16242
08017,west,nonmetro,0.81,0.13,0.49,98.25,0.31,2231
08019,west,large_fringe,0.78,0.41,0.3,97.59,0.92,9322
08021,west,nonmetro,1.96,0.3,0.3,96.58,0.86,8400
08023,west,nonmetro,3.03,1.45,0.87,92.74,1.91,3663
08025,west,nonmetro,2.61,0.89,7.07,88.24,1.2,5518
08027,west,nonmetro,1.11,0.43,0.37,96.83,1.26,3503
08029,west,nonmetro,0.82,0.38,0.54,97.11,1.15,27834
08031,west,large_central,1.55,3.16,11.6,81.98,1.72,554636
08033,west,nonmetro,2.22,0.49,0.05,96.26,0.98,1844
08035,west,large_fringe,0.42,2.63,0.99,94.66,1.29,175766
08037,west,nonmetro,0.77,0.97,0.4,97.27,0.59,41659
08039,west,large_fringe,0.66,0.5,0.65,96.9,1.29,19872
08041,west,medium_small_metro,1.02,2.95,6.86,86.45,2.71,516929
08043,west,nonmetro,1.56,0.59,5.38,91.12,1.35,46145
08045,west,nonmetro,0.77,0.57,0.52,97.15,0.99,43791
08047,west,large_fringe,0.82,0.95,0.53,96.28,1.43,4757
08049,west,nonmetro,0.44,0.8,0.48,97.56,0.71,12442
08051,west,nonmetro,0.76,0.58,0.49,97.06,1.11,13956
08053,west,nonmetro,1.52,0.38,0.0,97.72,0.38,790
08055,west,nonmetro,3.07,0.48,2.86,91.58,2.01,7862
08057,west,nonmetro,0.82,0.06,0.25,98.16,0.7,1577
08059,west,large_fringe,0.81,2.44,0.95,94.41,1.39,527056
08061,west,nonmetro,1.29,0.12,0.49,97.66,0.43,1622
08063,west,nonmetro,0.52,0.37,1.83,96.77,0.5,8011
08065,west,nonmetro,1.6,0.51,0.23,96.56,1.1,7812
08067,west,nonmetro,5.96,0.53,0.35,91.7,1.45,43941
08069,west,medium_small_metro,0.72,1.71,0.7,95.47,1.41,251494
08071,west,nonmetro,2.79,0.71,0.43,94.75,1.32,15207
08073,west,nonmetro,0.95,0.76,5.03,92.28,0.99,6087
08075,west,nonmetro,0.67,0.49,2.12,95.95,0.77,20504
08077,west,medium_small_metro,0.98,0.7,0.5,96.51,1.3,116255
08079,west,nonmetro,0.84,0.0,0.0,97.11,2.05,831
08081,west,nonmetro,0.93,0.39,0.23,97.26,1.19,13184
08083,west,nonmetro,11.39,0.32,0.15,86.59,1.54,23830
08085,west,nonmetro,1.36,0.52,0.4,96.58,1.14,33432
08087,west,nonmetro,1.0,0.44,0.5,97.29,0.77,27171
08089,west,nonmetro,1.69,0.94,0.92,95.14,1.32,20311
08091,west,nonmetro,0.94,0.43,0.08,97.19,1.36,3742
08093,west,large_fringe,0.99,0.45,0.56,96.59,1.4,14523
08095,west,nonmetro,0.51,0.54,0.2,97.86,0.89,4480
08097,west,nonmetro,0.27,1.26,0.58,97.1,0.79,14872
08099,west,nonmetro,1.51,0.52,0.38,96.81,0.78,14483
08101,west,medium_small_metro,1.84,0.86,2.14,93.83,1.33,141472
08103,west,nonmetro,0.79,0.28,0.18,97.58,1.17,5986
08105,west,nonmetro,1.57,0.35,0.42,96.82,0.84,12413
08107,west,nonmetro,0.49,0.51,0.18,97.89,0.93,19690
08109,west,nonmetro,2.32,0.56,0.15,95.59,1.39,5917
08111,west,nonmetro,1.25,0.54,0.0,98.03,0.18,558
08113,west,nonmetro,0.85,0.85,0.32,97.26,0.73,6594
08115,west,nonmetro,0.18,0.98,0.55,97.42,0.87,2747
08117,west,nonmetro,0.56,1.01,0.71,96.95,0.77,23548
08119,west,medium_small_metro,1.02,0.69,0.59,96.2,1.51,20555
08121,west,nonmetro,0.71,0.22,0.04,98.58,0.45,4926
08123,west,medium_small_metro,1.07,1.04,0.69,96.04,1.16,180936
08125,west,nonmetro,0.38,0.14,0.15,98.62,0.71,9841
09001,northeast,medium_small_metro,0.24,3.48,10.74,84.58,0.97,882567
09003,northeast,large_central,0.27,2.66,12.79,83.14,1.15,857183
09005,northeast,nonmetro,0.19,1.23,1.18,96.62,0.79,182193
09007,northeast,large_fringe,0.18,1.68,4.61,92.45,1.08,155071
09009,northeast,medium_small_metro,0.28,2.5,12.02,84.05,1.15,824008
09011,northeast,medium_small_metro,0.99,2.09,5.81,89.12,1.99,259088
09013,northeast,large_fringe,0.23,2.4,2.94,93.45,0.99,136364
09015,northeast,nonmetro,0.51,0.95,2.31,94.96,1.28,109091
10001,south,medium_small_metro,0.65,1.79,21.08,74.78,1.7,126697
10003,south,large_fringe,0.23,2.7,20.59,75.41,1.07,500265
10005,south,nonmetro,0.66,0.82,15.23,82.41,0.88,156638
11001,south,large_central,0.34,2.84,61.08,34.47,1.27,572059
12001,south,medium_small_metro,0.26,3.66,19.49,75.22,1.37,217955
12003,south,large_fringe,0.4,0.45,13.99,84.36,0.8,22259
12005,south,medium_small_metro,0.8,1.87,10.72,85.0,1.61,148217
12007,south,nonmetro,0.38,0.77,20.92,77.05,0.88,26088
12009,south,medium_small_metro,0.39,1.65,8.59,88.13,1.24,476230
12011,south,large_fringe,0.27,2.48,21.87,74.31,1.07,1623018
12013,south,nonmetro,1.31,0.6,15.86,81.06,1.18,13017
12015,south,medium_small_metro,0.24,0.93,4.58,93.54,0.72,141627
12017,south,nonmetro,0.36,0.82,2.4,95.58,0.84,118085
12019,south,large_fringe,0.48,2.18,6.96,88.95,1.43,140814
12021,south,medium_small_metro,0.35,0.76,5.39,92.98,0.52,251377
12023,south,nonmetro,0.55,0.75,17.15,80.51,1.05,56513
12027,south,nonmetro,1.73,0.49,12.98,84.17,0.64,32209
12029,south,nonmetro,0.46,0.28,9.02,89.4,0.83,13827
12031,south,large_central,0.35,2.9,28.15,67.35,1.26,778879
12033,south,medium_small_metro,0.92,2.42,21.55,73.32,1.79,294410
12035,south,nonmetro,0.28,1.24,9.04,88.45,1.0,49832
12037,south,nonmetro,0.48,0.24,16.39,81.86,1.04,11057
12039,south,medium_small_metro,0.27,0.31,57.36,41.58,0.48,45087
12041,south,medium_small_metro,0.46,0.19,7.02,91.32,1.01,14437
12043,south,nonmetro,5.07,0.45,10.65,82.89,0.95,10576
12045,south,nonmetro,0.67,0.47,17.13,80.45,1.28,13332
12047,south,nonmetro,0.46,0.3,37.95,60.53,0.77,13327
12049,south,nonmetro,0.88,0.49,8.86,89.21,0.56,26938
12051,south,nonmetro,0.94,0.59,15.08,82.86,0.53,36210
12053,south,large_fringe,0.32,0.71,4.18,94.02,0.77,130802
12055,south,nonmetro,0.49,1.15,9.66,88.0,0.7,87366
12057,south,large_central,0.44,2.41,15.46,80.45,1.23,998948
12059,south,nonmetro,1.03,0.45,6.62,90.66,1.24,18564
12061,south,medium_small_metro,0.26,0.8,8.39,89.89,0.65,112947
12063,south,nonmetro,0.68,0.4,26.73,71.02,1.17,46755
12065,south,medium_small_metro,0.41,0.36,38.41,60.0,0.81,12902
12067,south,nonmetro,0.77,0.28,14.5,83.58,0.87,7022
12069,south,large_fringe,0.36,0.89,8.42,89.6,0.72,210528
12071,south,medium_small_metro,0.33,0.89,6.93,91.12,0.72,440888
12073,south,medium_small_metro,0.3,2.01,29.32,67.29,1.08,239452
12075,south,nonmetro,0.48,0.44,11.0,87.05,1.02,34450
12077,south,nonmetro,1.87,0.16,18.66,78.46,0.85,7021
12079,south,nonmetro,0.33,0.35,40.47,58.04,0.81,18733
12081,south,medium_small_metro,0.3,1.01,8.4,89.5,0.78,264002
12083,south,medium_small_metro,0.47,0.77,11.75,86.1,0.9,258916
12085,south,medium_small_metro,0.39,0.75,5.44,92.78,0.64,126731
12086,south,large_central,0.25,1.56,21.39,75.92,0.88,2253362
12087,south,nonmetro,0.39,0.93,4.99,92.8,0.9,79589
12089,south,large_fringe,0.43,0.52,7.77,90.51,0.78,57663
12091,south,medium_small_metro,0.62,2.79,9.29,84.96,2.33,170498
12093,south,nonmetro,0.64,0.8,8.02,89.69,0.84,35910
12095,south,large_central,0.38,3.7,19.28,75.23,1.4,896344
12097,south,large_fringe,0.52,2.55,8.35,87.17,1.39,172493
12099,south,large_fringe,0.28,1.69,14.68,82.56,0.8,1131184
12101,south,large_fringe,0.37,1.03,2.15,95.55,0.89,344765
12103,south,large_central,0.32,2.18,9.12,87.36,1.01,921482
12105,south,medium_small_metro,0.43,1.04,13.92,83.73,0.88,483924
12107,south,nonmetro,0.46,0.55,17.19,81.0,0.8,70423
12109,south,large_fringe,0.28,1.06,6.35,91.57,0.74,123135
12111,south,medium_small_metro,0.26,1.07,15.98,81.84,0.85,192695
12113,south,medium_small_metro,1.04,1.46,4.31,91.52,1.67,117743
12115,south,medium_small_metro,0.24,0.84,4.27,93.98,0.68,325957
12117,south,large_fringe,0.33,2.67,9.91,85.88,1.22,365196
12119,south,nonmetro,0.55,0.55,13.93,84.1,0.88,53345
12121,south,nonmetro,0.42,0.57,12.18,85.82,1.02,34844
12123,south,nonmetro,0.99,0.47,19.09,78.31,1.14,19256
12125,south,nonmetro,0.68,0.39,23.0,74.8,1.12,13442
12127,south,medium_small_metro,0.33,1.1,9.46,88.21,0.89,443343
12129,south,medium_small_metro,0.6,0.3,11.6,86.57,0.92,22863
12131,south,nonmetro,1.31,0.57,7.02,89.36,1.74,40601
12133,south,nonmetro,1.58,0.49,13.8,82.41,1.72,20973
13001,south,nonmetro,0.21,0.34,19.65,79.33,0.48,17419
13003,south,nonmetro,0.5,0.35,20.08,78.51,0.55,7609
13005,south,nonmetro,0.16,0.31,15.79,83.01,0.73,10103
13007,south,medium_small_metro,0.22,0.05,50.44,48.99,0.29,4074
13009,south,nonmetro,0.22,1.05,43.48,54.69,0.56,44700
13011,south,nonmetro,0.31,0.79,3.22,95.17,0.51,14422
13013,south,large_fringe,0.32,2.39,9.79,86.59,0.91,46144
13015,south,large_fringe,0.29,0.56,8.73,89.6,0.83,76019
13017,south,nonmetro,0.24,0.31,32.77,66.13,0.55,17484
13019,south,nonmetro,0.26,0.4,11.55,87.05,0.74,16235
13021,south,medium_small_metro,0.19,1.17,47.45,50.61,0.59,153887
13023,south,nonmetro,0.1,0.98,24.65,73.7,0.57,11666
13025,south,medium_small_metro,0.14,0.11,3.99,94.76,1.01,14629
13027,south,medium_small_metro,0.3,0.34,39.39,59.16,0.8,16450
13029,south,medium_small_metro,0.35,0.92,14.22,83.38,1.13,23417
13031,south,nonmetro,0.16,0.87,28.86,69.55,0.56,55983
13033,south,medium_small_metro,0.23,0.29,51.09,47.63,0.76,22243
13035,south,large_fringe,0.45,0.28,28.91,69.6,0.75,19522
13037,south,nonmetro,0.14,0.09,60.63,38.8,0.33,6320
13039,south,nonmetro,0.51,1.2,20.35,76.5,1.45,43664
13043,south,nonmetro,0.3,0.38,27.13,71.71,0.48,9577
13045,south,large_fringe,0.28,0.66,16.44,81.84,0.78,87268
13047,south,medium_small_metro,0.32,0.77,1.26,96.9,0.75,53282
13049,south,nonmetro,0.44,0.4,29.26,68.85,1.05,10282
13051,south,medium_small_metro,0.27,1.86,40.7,56.25,0.93,232048
13053,south,medium_small_metro,0.87,2.53,31.16,63.22,2.23,14882
13055,south,nonmetro,0.08,0.2,11.27,87.62,0.84,25470
13057,south,large_fringe,0.41,0.88,2.55,95.3,0.84,141903
13059,south,medium_small_metro,0.22,3.26,27.41,68.13,0.99,101489
13061,south,nonmetro,0.12,0.33,60.47,38.43,0.66,3357
13063,south,large_fringe,0.36,4.73,52.23,41.39,1.29,236517
13065,south,nonmetro,0.51,0.12,29.5,69.06,0.81,6878
13067,south,large_fringe,0.29,3.24,19.18,76.26,1.03,607751
13069,south,nonmetro,0.33,0.64,26.13,72.39,0.51,37413
13071,south,nonmetro,0.33,0.52,23.62,75.0,0.54,42053
13073,south,medium_small_metro,0.33,3.54,11.29,83.6,1.24,89288
13075,south,nonmetro,0.22,0.46,29.19,69.53,0.61,15771
13077,south,large_fringe,0.24,0.75,18.03,80.22,0.77,89215
13079,south,medium_small_metro,0.39,0.18,23.87,74.72,0.84,12495
13081,south,nonmetro,0.15,0.73,43.52,55.11,0.5,21996
13083,south,medium_small_metro,0.49,0.41,0.65,97.74,0.71,15154
13085,south,large_fringe,0.37,0.37,0.38,98.06,0.82,15999
13087,south,nonmetro,0.27,0.37,39.94,58.9,0.52,28240
13089,south,large_fringe,0.28,4.22,54.95,39.5,1.04,665865
13091,south,nonmetro,0.22,0.24,29.47,69.75,0.32,19171
13093,south,nonmetro,0.17,0.62,49.8,48.8,0.61,11525
13095,south,medium_small_metro,0.24,0.64,60.29,38.25,0.58,96065
13097,south,large_fringe,0.39,1.24,18.66,78.61,1.09,92174
13099,south,nonmetro,0.2,0.24,48.23,50.66,0.66,12354
13101,south,medium_small_metro,1.15,0.13,7.14,90.97,0.61,3754
13103,south,medium_small_metro,0.32,0.51,13.05,85.3,0.81,37535
13105,south,nonmetro,0.2,0.28,30.88,68.22,0.43,20511
13107,south,nonmetro,0.16,0.25,33.31,65.86,0.42,21837
13109,south,nonmetro,0.24,0.51,33.12,65.77,0.36,10495
13111,south,nonmetro,0.47,0.25,0.12,98.22,0.93,19798
13113,south,large_fringe,0.22,2.52,11.6,84.74,0.93,91263
13115,south,medium_small_metro,0.32,1.09,13.39,84.47,0.73,90565
13117,south,large_fringe,0.29,0.84,0.73,97.58,0.55,98407
13119,south,nonmetro,0.21,0.28,8.86,89.99,0.66,20285
13121,south,large_central,0.21,3.18,44.9,50.87,0.84,816006
13123,south,nonmetro,0.8,0.56,0.43,97.55,0.66,23456
13125,south,nonmetro,0.27,0.0,8.29,90.81,0.63,2556
13127,south,medium_small_metro,0.28,0.69,26.58,71.64,0.81,67568
13129,south,nonmetro,0.29,0.71,3.56,94.74,0.71,44104
13131,south,nonmetro,0.93,0.33,30.29,67.84,0.61,23659
13133,south,nonmetro,0.25,0.37,44.58,54.39,0.41,14406
13135,south,large_fringe,0.34,7.47,13.64,77.46,1.09,588448
13137,south,nonmetro,0.47,2.2,4.55,91.94,0.84,35902
13139,south,medium_small_metro,0.38,1.61,7.4,89.98,0.62,139277
13141,south,nonmetro,0.17,0.11,77.82,21.66,0.25,10076
13143,south,large_fringe,0.25,0.34,5.44,93.25,0.72,25690
13145,south,medium_small_metro,0.36,0.53,19.53,78.88,0.7,23695
13147,south,nonmetro,0.16,0.56,19.38,79.39,0.52,22997
13149,south,large_fringe,0.32,0.18,10.9,88.06,0.54,11012
13151,south,large_fringe,0.23,1.85,14.8,82.23,0.89,119341
13153,south,medium_small_metro,0.35,1.72,24.93,71.7,1.3,110765
13155,south,nonmetro,0.16,0.34,25.93,73.24,0.33,9931
13157,south,nonmetro,0.19,1.02,7.83,90.18,0.78,41589
13159,south,large_fringe,0.21,0.18,27.36,71.65,0.6,11426
13161,south,nonmetro,0.25,0.51,15.15,83.74,0.34,12684
13163,south,nonmetro,0.12,0.22,56.37,42.96,0.34,17266
13165,south,nonmetro,0.29,0.31,40.51,58.33,0.55,8575
13167,south,nonmetro,0.13,0.14,36.97,62.51,0.25,8560
13169,south,medium_small_metro,0.21,0.57,23.35,75.33,0.54,23639
13171,south,large_fringe,0.31,0.39,30.5,68.09,0.71,15912
13173,south,medium_small_metro,0.57,0.46,25.7,72.27,1.01,7241
13175,south,nonmetro,0.22,0.85,34.6,63.83,0.51,44874
13177,south,medium_small_metro,0.24,0.9,15.54,82.81,0.51,24757
13179,south,medium_small_metro,0.56,2.4,44.13,50.77,2.15,61610
13181,south,nonmetro,0.37,0.2,34.43,64.49,0.5,8348
13183,south,medium_small_metro,0.76,0.96,24.54,72.44,1.3,10304
13185,south,medium_small_metro,0.39,1.32,34.14,63.16,0.98,92115
13187,south,nonmetro,0.97,0.45,1.48,95.78,1.32,21016
13189,south,medium_small_metro,0.25,0.37,37.64,61.14,0.6,21231
13191,south,medium_small_metro,0.43,0.33,36.89,61.56,0.79,10847
13193,south,nonmetro,0.23,0.66,59.55,38.92,0.64,14074
13195,south,medium_small_metro,0.21,0.38,8.49,90.18,0.74,25730
13197,south,medium_small_metro,0.36,0.45,34.36,63.51,1.32,7144
13199,south,large_fringe,0.34,0.31,42.28,56.56,0.5,22534
13201,south,nonmetro,0.17,0.13,28.92,70.52,0.27,6383
13205,south,nonmetro,0.22,0.36,47.89,50.93,0.61,23932
13207,south,medium_small_metro,0.35,0.39,27.95,70.65,0.67,21757
13209,south,nonmetro,0.07,0.24,27.27,71.95,0.47,8270
13211,south,nonmetro,0.14,0.34,28.61,70.29,0.62,15457
13213,south,medium_small_metro,0.34,0.29,0.63,98.09,0.65,36506
13215,south,medium_small_metro,0.41,1.78,44.27,52.28,1.26,186291
13217,south,large_fringe,0.23,0.79,22.33,75.96,0.7,62001
13219,south,medium_small_metro,0.19,1.53,6.49,91.21,0.58,26225
13221,south,medium_small_metro,0.2,0.31,19.81,78.87,0.82,12635
13223,south,large_fringe,0.3,0.48,7.03,91.25,0.94,81678
13225,south,nonmetro,0.35,0.39,45.49,53.19,0.59,23668
13227,south,large_fringe,0.4,0.26,1.32,97.35,0.67,22983
13229,south,nonmetro,0.26,0.24,10.99,87.94,0.58,15636
13231,south,large_fringe,0.21,0.41,14.79,84.1,0.49,13688
13233,south,nonmetro,0.25,0.43,13.47,85.29,0.55,38127
13235,south,nonmetro,0.27,0.48,34.33,64.17,0.74,9588
13237,south,nonmetro,0.24,0.76,30.19,68.25,0.56,18812
13239,south,nonmetro,0.23,0.04,46.92,52.27,0.54,2598
13241,south,nonmetro,0.44,0.44,0.79,97.56,0.77,15050
13243,south,nonmetro,0.35,0.32,59.53,39.46,0.35,7791
13245,south,medium_small_metro,0.29,1.72,50.13,46.49,1.37,199775
13247,south,large_fringe,0.27,2.05,18.41,78.51,0.77,70111
13249,south,nonmetro,0.21,0.24,31.28,67.34,0.93,3766
13251,south,nonmetro,0.18,0.34,45.36,53.78,0.34,15374
13253,south,nonmetro,0.21,0.19,34.76,64.56,0.27,9369
13255,south,large_fringe,0.23,0.74,31.15,67.23,0.65,58417
13257,south,nonmetro,0.26,0.68,12.1,86.16,0.8,25435
13259,south,nonmetro,0.25,0.17,61.61,37.22,0.74,5252
13261,south,nonmetro,0.31,0.64,49.14,49.47,0.44,33200
13263,south,nonmetro,0.23,0.29,61.65,37.06,0.77,6498
13265,south,nonmetro,0.05,0.14,60.57,38.81,0.43,2077
13267,south,nonmetro,0.17,0.38,31.6,67.32,0.52,22305
13269,south,nonmetro,0.15,0.26,42.59,56.52,0.49,8815
13271,south,nonmetro,0.03,0.21,38.49,60.9,0.36,11794
13273,south,medium_small_metro,0.2,0.42,60.82,38.06,0.5,10970
13275,south,nonmetro,0.3,0.47,38.95,59.59,0.69,42737
13277,south,nonmetro,0.22,1.09,28.19,70.02,0.49,38407
13279,south,nonmetro,0.26,0.49,24.26,74.54,0.45,26067
13281,south,nonmetro,0.17,0.33,0.14,99.04,0.31,9319
13283,south,nonmetro,0.06,0.29,33.1,66.11,0.44,6854
13285,south,nonmetro,0.19,0.66,31.96,66.59,0.6,58779
13287,south,nonmetro,0.18,0.35,41.13,58.07,0.27,9504
13289,south,medium_small_metro,0.23,0.18,43.7,55.27,0.62,10590
13291,south,nonmetro,0.26,0.27,0.6,98.3,0.57,17289
13293,south,nonmetro,0.26,0.41,27.99,70.87,0.46,27597
13295,south,medium_small_metro,0.3,0.33,3.82,94.87,0.68,61053
13297,south,large_fringe,0.27,0.76,14.45,83.79,0.74,60687
13299,south,nonmetro,0.19,0.53,28.06,70.69,0.53,35483
13301,south,nonmetro,0.17,0.14,59.47,39.82,0.39,6336
13303,south,nonmetro,0.17,0.28,53.23,45.95,0.37,21176
13305,south,nonmetro,0.23,0.48,20.47,78.14,0.68,26565
13307,south,nonmetro,0.08,0.0,47.03,52.34,0.54,2390
13309,south,nonmetro,0.39,0.11,33.26,65.74,0.5,6179
13311,south,nonmetro,0.4,0.7,2.18,95.76,0.95,19944
13313,south,medium_small_metro,0.42,1.06,4.07,93.67,0.78,83525
13315,south,nonmetro,0.09,0.2,36.31,63.15,0.26,8577
13317,south,nonmetro,0.2,0.27,43.07,55.82,0.64,10687
13319,south,nonmetro,0.22,0.07,40.94,58.36,0.42,10220
13321,south,medium_small_metro,0.36,0.24,29.63,69.33,0.45,21967
15001,west,nonmetro,0.47,45.25,0.51,33.48,20.3,148677
